Comunidades y Ciudades Autónomas;Sexo;Características demográficas;Tipo de uso de TIC;Total
Extremadura;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet en los últimos 3 meses;97,8
Extremadura;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;94,8
Extremadura;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);83,5
Extremadura;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han comprado a través de Internet en los últimos 3 meses;56,7
Extremadura;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Total Personas;84.696
Extremadura;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Extremadura;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;99,0
Extremadura;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;97,6
Extremadura;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);95,3
Extremadura;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;59,6
Extremadura;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Total Personas;..
Extremadura;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Extremadura;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Extremadura;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Extremadura;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Extremadura;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Extremadura;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Total Personas;36.952
Extremadura;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;95,7
Extremadura;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;89,3
Extremadura;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;87,5
Extremadura;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);78,1
Extremadura;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;40,9
Extremadura;Mujeres;Hábitat: Menos de 10.000 habitantes;Total Personas;169.088
Extremadura;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,3
Extremadura;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;87,5
Extremadura;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;84,6
Extremadura;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);76,9
Extremadura;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;45,5
Extremadura;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Total Personas;39.581
Extremadura;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet en los últimos 3 meses;83,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;78,6
Extremadura;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);75,1
Extremadura;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han comprado a través de Internet en los últimos 3 meses;37,5
Extremadura;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Total Personas;104.347
Extremadura;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;97,4
Extremadura;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet en los últimos 3 meses;85,1
Extremadura;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;84,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);74,6
Extremadura;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;35,3
Extremadura;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Total Personas;115.430
Extremadura;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet en los últimos 3 meses;95,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;91,5
Extremadura;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);83,7
Extremadura;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;60,7
Extremadura;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Total Personas;118.920
Extremadura;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet en los últimos 3 meses;100,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;97,7
Extremadura;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);91,6
Extremadura;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;55,6
Extremadura;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Total Personas;10.053
Extremadura;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet en los últimos 3 meses;100,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Extremadura;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);80,3
Extremadura;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han comprado a través de Internet en los últimos 3 meses;100,0
Galicia;Ambos sexos;Total Personas;Total Personas;1.985.871
Galicia;Ambos sexos;Total Personas;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,5
Galicia;Ambos sexos;Total Personas;Personas que han utilizado Internet en los últimos 3 meses;87,4
Galicia;Ambos sexos;Total Personas;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;83,5
Galicia;Ambos sexos;Total Personas;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);75,2
Galicia;Ambos sexos;Total Personas;Personas que han comprado a través de Internet en los últimos 3 meses;47,2
Galicia;Ambos sexos;Edad: De 16 a 24 años;Total Personas;198.359
Galicia;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Galicia;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Galicia;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Galicia;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);100,0
Galicia;Ambos sexos;Edad: De 16 a 24 años;Personas que han comprado a través de Internet en los últimos 3 meses;64,1
Galicia;Ambos sexos;Edad: De 25 a 34 años;Total Personas;257.914
Galicia;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Galicia;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Galicia;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Galicia;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);95,6
Galicia;Ambos sexos;Edad: De 25 a 34 años;Personas que han comprado a través de Internet en los últimos 3 meses;64,4
Galicia;Ambos sexos;Edad: De 35 a 44 años;Total Personas;398.692
Galicia;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,2
Galicia;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet en los últimos 3 meses;97,1
Galicia;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;92,2
Galicia;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);84,8
Galicia;Ambos sexos;Edad: De 35 a 44 años;Personas que han comprado a través de Internet en los últimos 3 meses;76,8
Galicia;Ambos sexos;Edad: De 45 a 54 años;Total Personas;428.857
Galicia;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Galicia;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet en los últimos 3 meses;94,1
Galicia;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,8
Galicia;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);79,2
Galicia;Ambos sexos;Edad: De 45 a 54 años;Personas que han comprado a través de Internet en los últimos 3 meses;53,0
Galicia;Ambos sexos;Edad: De 55 a 64 años;Total Personas;381.604
Galicia;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,9
Galicia;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet en los últimos 3 meses;83,3
Galicia;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;76,8
Galicia;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);65,0
Galicia;Ambos sexos;Edad: De 55 a 64 años;Personas que han comprado a través de Internet en los últimos 3 meses;23,6
Galicia;Ambos sexos;Edad: De 65 a 74 años;Total Personas;320.445
Galicia;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;94,1
Galicia;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet en los últimos 3 meses;53,7
Galicia;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;48,9
Galicia;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);38,3
Galicia;Ambos sexos;Edad: De 65 a 74 años;Personas que han comprado a través de Internet en los últimos 3 meses;6,3
Galicia;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Total Personas;643.244
Galicia;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,1
Galicia;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet en los últimos 3 meses;92,4
Galicia;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,1
Galicia;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);81,3
Galicia;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han comprado a través de Internet en los últimos 3 meses;48,6
Galicia;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Total Personas;120.295
Galicia;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Galicia;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;86,0
Galicia;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;83,2
Galicia;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);76,4
Galicia;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;55,2
Galicia;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Total Personas;352.978
Galicia;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,1
Galicia;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;88,1
Galicia;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;86,4
Galicia;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);78,8
